Locatie,Time,Regiune,Nr. Inmatriculare,Caracteristica placii,Culoare placu?a,Acoperire caroserie vehicul,Tip,Culoare,Logo,Centura locului,Se apeleaza,Ornament,Imagine Panoramica,Lista de permisiuni (lista alba)/Lista cu persoanele blocate (lista neagra)
D7,02/09/2024 09:38,România,SV98ARD,Vehicle_20240902000000_20240902235959//0-771444-3-20-1-9283211621&E=VehicleAnalyse&I=775550.jpg,Necunoscut,Necunoscut,Sedan,Negru,Volkswagen,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240902000000_20240902235959//0-771444-3-20-0-0932002&E=VehicleAnalyse&I=775550.jpg,General
D7,02/09/2024 09:38,România,SV18GMV,Vehicle_20240902000000_20240902235959//0-771444-3-19-1-9323931674&E=VehicleAnalyse&I=775549.jpg,Necunoscut,Necunoscut,SUV,Alb,TOYOTA,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240902000000_20240902235959//0-771444-3-19-0-0936127&E=VehicleAnalyse&I=775549.jpg,General
D7,02/09/2024 09:37,România,SV89WZE,Vehicle_20240902000000_20240902235959//0-771444-3-18-1-9280442082&E=VehicleAnalyse&I=775548.jpg,Necunoscut,Necunoscut,Sedan,Alb,Volkswagen,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240902000000_20240902235959//0-771444-3-18-0-0932186&E=VehicleAnalyse&I=775548.jpg,General
D7,02/09/2024 09:37,România,SV79LWS,Necunoscut,Necunoscut,Vehicle_20240902000000_20240902235959//0-771444-3-17-1-92507070355.jpg,Altul,Alb,Necunoscut,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240902000000_20240902235959//0-771444-3-17-0-0995425&E=VehicleAnalyse&I=775547.jpg,General
D7,02/09/2024 09:37,România,BN20ZAZ,Vehicle_20240902000000_20240902235959//0-771444-3-16-1-9259671541&E=VehicleAnalyse&I=775546.jpg,Necunoscut,Necunoscut,MPV,Alb,DongFeng,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240902000000_20240902235959//0-771444-3-16-0-0929568&E=VehicleAnalyse&I=775546.jpg,General
D7,02/09/2024 09:37,România,SV77BAU,Vehicle_20240902000000_20240902235959//0-771444-3-15-1-9231951483&E=VehicleAnalyse&I=775545.jpg,Necunoscut,Necunoscut,Autobuz mediu,Negru,Vad,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240902000000_20240902235959//0-771444-3-15-0-0926738&E=VehicleAnalyse&I=775545.jpg,General
D7,02/09/2024 09:36,România,SV03BYD,Vehicle_20240902000000_20240902235959//0-771444-3-14-1-9286181826&E=VehicleAnalyse&I=775544.jpg,Necunoscut,Necunoscut,Sedan,Gri,Soueast,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240902000000_20240902235959//0-771444-3-14-0-0932504&E=VehicleAnalyse&I=775544.jpg,General
D7,02/09/2024 09:35,România,SV02DDA,Vehicle_20240902000000_20240902235959//0-771444-3-13-1-8713422444&E=VehicleAnalyse&I=775543.jpg,Necunoscut,Necunoscut,Camioane grele,Negru,FAW,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240902000000_20240902235959//0-771444-3-13-0-0875846&E=VehicleAnalyse&I=775543.jpg,General
D7,02/09/2024 09:35,România,BV22NJL,Vehicle_20240902000000_20240902235959//0-771444-3-12-1-9300581901&E=VehicleAnalyse&I=775542.jpg,Necunoscut,Necunoscut,SUV,Negru,Mitsubishi,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240902000000_20240902235959//0-771444-3-12-0-0934019&E=VehicleAnalyse&I=775542.jpg,General
D7,02/09/2024 09:34,Necunoscut,Unknown,Necunoscut,Necunoscut,Vehicle_20240902000000_20240902235959//0-771444-3-11-1-93905914147.jpg,Altul,Gri,Necunoscut,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240902000000_20240902235959//0-771444-3-11-0-0953206&E=VehicleAnalyse&I=775541.jpg,General
D7,02/09/2024 09:34,România,SV03SVF,Vehicle_20240902000000_20240902235959//0-771444-3-10-1-9176991461&E=VehicleAnalyse&I=775540.jpg,Necunoscut,Necunoscut,Minicar,Alb,BYD,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240902000000_20240902235959//0-771444-3-10-0-0921220&E=VehicleAnalyse&I=775540.jpg,General
D7,02/09/2024 09:33,România,AB03LRO,Vehicle_20240902000000_20240902235959//0-771444-3-9-1-9245082260&E=VehicleAnalyse&I=775539.jpg,Necunoscut,Necunoscut,MPV,Alb,BaoJun,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240902000000_20240902235959//0-771444-3-9-0-0928828&E=VehicleAnalyse&I=775539.jpg,General
D7,02/09/2024 09:33,România,SV26YMM,Vehicle_20240902000000_20240902235959//0-771444-3-8-1-9242971680&E=VehicleAnalyse&I=775538.jpg,Necunoscut,Necunoscut,Sedan,Argintiu,Volkswagen,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240902000000_20240902235959//0-771444-3-8-0-0928037&E=VehicleAnalyse&I=775538.jpg,General
D7,02/09/2024 09:33,România,SV55CON,Vehicle_20240902000000_20240902235959//0-771444-3-7-1-9204121646&E=VehicleAnalyse&I=775537.jpg,Necunoscut,Necunoscut,SUV,Alb,Zotye,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240902000000_20240902235959//0-771444-3-7-0-0924118&E=VehicleAnalyse&I=775537.jpg,General
D7,02/09/2024 09:33,Necunoscut,Unknown,Necunoscut,Necunoscut,Vehicle_20240902000000_20240902235959//0-771444-3-6-1-92041143687.jpg,Altul,Argintiu,Necunoscut,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240902000000_20240902235959//0-771444-3-6-0-0964098&E=VehicleAnalyse&I=775536.jpg,General
D7,02/09/2024 09:32,România,BT04VST,Vehicle_20240902000000_20240902235959//0-771444-3-5-1-9183692188&E=VehicleAnalyse&I=775535.jpg,Necunoscut,Necunoscut,Sedan,Alb,Honda,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240902000000_20240902235959//0-771444-3-5-0-0922617&E=VehicleAnalyse&I=775535.jpg,General
D7,02/09/2024 09:31,România,SV50MOD,Vehicle_20240902000000_20240902235959//0-771444-3-4-1-9171452386&E=VehicleAnalyse&I=775534.jpg,Necunoscut,Necunoscut,SUV,Negru,Hyundai,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240902000000_20240902235959//0-771444-3-4-0-0921591&E=VehicleAnalyse&I=775534.jpg,General
D7,02/09/2024 09:31,România,SV10NGD,Vehicle_20240902000000_20240902235959//0-771444-3-3-1-9144451797&E=VehicleAnalyse&I=775533.jpg,Necunoscut,Necunoscut,MPV,Bleu,Citroen,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240902000000_20240902235959//0-771444-3-3-0-0918302&E=VehicleAnalyse&I=775533.jpg,General
D7,02/09/2024 09:31,România,BN05JY,Vehicle_20240902000000_20240902235959//0-771444-3-2-1-9126081946&E=VehicleAnalyse&I=775532.jpg,Necunoscut,Necunoscut,Camion u?or,Alb,Changan,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240902000000_20240902235959//0-771444-3-2-0-0916614&E=VehicleAnalyse&I=775532.jpg,General
D7,02/09/2024 09:31,Necunoscut,Unknown,Necunoscut,Necunoscut,Vehicle_20240902000000_20240902235959//0-771444-3-1-1-92702222229.jpg,Altul,Verde,Necunoscut,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240902000000_20240902235959//0-771444-3-1-0-0949251&E=VehicleAnalyse&I=775531.jpg,General
D7,02/09/2024 09:30,România,SV78EVY,Vehicle_20240902000000_20240902235959//0-771444-3-0-1-9051351937&E=VehicleAnalyse&I=775530.jpg,Necunoscut,Necunoscut,Sedan,Alb,Seat,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240902000000_20240902235959//0-771444-3-0-0-0909132&E=VehicleAnalyse&I=775530.jpg,General
D7,02/09/2024 09:29,România,MM15RES,Vehicle_20240902000000_20240902235959//0-770089-3-41-1-8936962441&E=VehicleAnalyse&I=775529.jpg,Necunoscut,Necunoscut,Altul,Negru,Necunoscut,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240902000000_20240902235959//0-770089-3-41-0-0898197&E=VehicleAnalyse&I=775529.jpg,General
D7,02/09/2024 09:29,România,SV82KEF,Vehicle_20240902000000_20240902235959//0-770089-3-40-1-9197371942&E=VehicleAnalyse&I=775528.jpg,Necunoscut,Necunoscut,Sedan,Galben,Volkswagen,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240902000000_20240902235959//0-770089-3-40-0-0923739&E=VehicleAnalyse&I=775528.jpg,General
D7,02/09/2024 09:28,România,SV89YPV,Necunoscut,Necunoscut,Vehicle_20240902000000_20240902235959//0-770089-3-39-1-90996438667.jpg,Altul,Alb,Necunoscut,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240902000000_20240902235959//0-770089-3-39-0-0948631&E=VehicleAnalyse&I=775527.jpg,General
D7,02/09/2024 09:28,România,SV13BMR,Vehicle_20240902000000_20240902235959//0-770089-3-38-1-9186461678&E=VehicleAnalyse&I=775526.jpg,Necunoscut,Necunoscut,Sedan,Alb,BMW,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240902000000_20240902235959//0-770089-3-38-0-0922384&E=VehicleAnalyse&I=775526.jpg,General
D7,02/09/2024 09:28,România,SV14WEN,Vehicle_20240902000000_20240902235959//0-770089-3-37-1-9186652251&E=VehicleAnalyse&I=775525.jpg,Necunoscut,Necunoscut,Sedan,Bleu,Volkswagen,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240902000000_20240902235959//0-770089-3-37-0-0922976&E=VehicleAnalyse&I=775525.jpg,General
D7,02/09/2024 09:28,România,SV15VAY,Vehicle_20240902000000_20240902235959//0-770089-3-36-1-9153731907&E=VehicleAnalyse&I=775524.jpg,Necunoscut,Necunoscut,Sedan,Alb,Volkswagen,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240902000000_20240902235959//0-770089-3-36-0-0919340&E=VehicleAnalyse&I=775524.jpg,General
D7,02/09/2024 09:28,România,SV96VYO,Necunoscut,Necunoscut,Vehicle_20240902000000_20240902235959//0-770089-3-35-1-90879639515.jpg,Minicar,Alb,BaoJun,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240902000000_20240902235959//0-770089-3-35-0-0948311&E=VehicleAnalyse&I=775523.jpg,General
D7,02/09/2024 09:28,România,NT07HTJ,Vehicle_20240902000000_20240902235959//0-770089-3-34-1-9166032072&E=VehicleAnalyse&I=775522.jpg,Necunoscut,Necunoscut,Sedan,Negru,TOYOTA,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240902000000_20240902235959//0-770089-3-34-0-0920735&E=VehicleAnalyse&I=775522.jpg,General
D7,02/09/2024 09:28,România,SV59CHX,Necunoscut,Necunoscut,Vehicle_20240902000000_20240902235959//0-770089-3-33-1-92077229855.jpg,Sedan,Alb,Volkswagen,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240902000000_20240902235959//0-770089-3-33-0-0950627&E=VehicleAnalyse&I=775521.jpg,General
D7,02/09/2024 09:27,Olanda,SV81DP,Vehicle_20240902000000_20240902235959//0-770089-3-32-1-9205031744&E=VehicleAnalyse&I=775520.jpg,Necunoscut,Necunoscut,Sedan,Negru,Skoda,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240902000000_20240902235959//0-770089-3-32-0-0924307&E=VehicleAnalyse&I=775520.jpg,General
D7,02/09/2024 09:26,România,SV99ASX,Vehicle_20240902000000_20240902235959//0-770089-3-31-1-9143602346&E=VehicleAnalyse&I=775519.jpg,Necunoscut,Necunoscut,SUV,Negru,Mitsubishi,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240902000000_20240902235959//0-770089-3-31-0-0918766&E=VehicleAnalyse&I=775519.jpg,General
D7,02/09/2024 09:26,România,SV67ATV,Vehicle_20240902000000_20240902235959//0-770089-3-30-1-9177711845&E=VehicleAnalyse&I=775518.jpg,Necunoscut,Necunoscut,Sedan,Negru,Volkswagen,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240902000000_20240902235959//0-770089-3-30-0-0921676&E=VehicleAnalyse&I=775518.jpg,General
D7,02/09/2024 09:26,România,SV16ZIV,Vehicle_20240902000000_20240902235959//0-770089-3-29-1-9148802428&E=VehicleAnalyse&I=775517.jpg,Necunoscut,Necunoscut,Autofurgoneta,Alb,ISUZU,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240902000000_20240902235959//0-770089-3-29-0-0919368&E=VehicleAnalyse&I=775517.jpg,General
D7,02/09/2024 09:25,România,SV22MHA,Vehicle_20240902000000_20240902235959//0-770089-3-28-1-9051581885&E=VehicleAnalyse&I=775516.jpg,Necunoscut,Necunoscut,SUV,Alb,Audi,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240902000000_20240902235959//0-770089-3-28-0-0909103&E=VehicleAnalyse&I=775516.jpg,General
D7,02/09/2024 09:25,România,SV97BRP,Necunoscut,Necunoscut,Vehicle_20240902000000_20240902235959//0-770089-3-27-1-90725049621.jpg,Altul,Alb,Necunoscut,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240902000000_20240902235959//0-770089-3-27-0-0956871&E=VehicleAnalyse&I=775515.jpg,General
D7,02/09/2024 09:25,România,SV59KAL,Necunoscut,Necunoscut,Vehicle_20240902000000_20240902235959//0-770089-3-26-1-90629730621.jpg,Altul,Negru,Necunoscut,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240902000000_20240902235959//0-770089-3-26-0-0936918&E=VehicleAnalyse&I=775514.jpg,General
D7,02/09/2024 09:25,Suedia,KZO112,Necunoscut,Necunoscut,Vehicle_20240902000000_20240902235959//0-770089-3-25-1-90397038312.jpg,Altul,Ro?u,Necunoscut,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240902000000_20240902235959//0-770089-3-25-0-0942282&E=VehicleAnalyse&I=775513.jpg,General
D7,02/09/2024 09:24,Necunoscut,Unknown,Necunoscut,Necunoscut,Vehicle_20240902000000_20240902235959//0-770089-3-24-1-90953613422.jpg,SUV,Negru,Honda,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240902000000_20240902235959//0-770089-3-24-0-0922958&E=VehicleAnalyse&I=775512.jpg,General
D7,02/09/2024 09:24,România,SV08MYD,Vehicle_20240902000000_20240902235959//0-770089-3-23-1-8994751767&E=VehicleAnalyse&I=775511.jpg,Necunoscut,Necunoscut,Sedan,Negru,Volkswagen,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240902000000_20240902235959//0-770089-3-23-0-0903302&E=VehicleAnalyse&I=775511.jpg,General
D7,02/09/2024 09:22,România,SV88WTZ,Necunoscut,Necunoscut,Vehicle_20240902000000_20240902235959//0-770089-3-22-1-89128056471.jpg,Altul,Negru,Necunoscut,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240902000000_20240902235959//0-770089-3-22-0-0947751&E=VehicleAnalyse&I=775510.jpg,General
D7,02/09/2024 09:22,România,SV57BM,Vehicle_20240902000000_20240902235959//0-770089-3-21-1-9086552039&E=VehicleAnalyse&I=775509.jpg,Necunoscut,Necunoscut,SUV,Negru,Ssangyong,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240902000000_20240902235959//0-770089-3-21-0-0912754&E=VehicleAnalyse&I=775509.jpg,General
D7,02/09/2024 09:22,România,SV96CYM,Necunoscut,Necunoscut,Vehicle_20240902000000_20240902235959//0-770089-3-20-1-83942932861.jpg,Sedan,Alb,Audi,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240902000000_20240902235959//0-770089-3-20-0-0872290&E=VehicleAnalyse&I=775508.jpg,General
D7,02/09/2024 09:22,România,SV16XCV,Vehicle_20240902000000_20240902235959//0-770089-3-19-1-9102392335&E=VehicleAnalyse&I=775507.jpg,Necunoscut,Necunoscut,SUV,Negru,Nissan,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240902000000_20240902235959//0-770089-3-19-0-0914634&E=VehicleAnalyse&I=775507.jpg,General
D7,02/09/2024 09:22,România,SV13XDO,Necunoscut,Necunoscut,Vehicle_20240902000000_20240902235959//0-770089-3-18-1-90834425529.jpg,Sedan,Argintiu,Audi,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240902000000_20240902235959//0-770089-3-18-0-0933873&E=VehicleAnalyse&I=775506.jpg,General
D7,02/09/2024 09:22,România,SV23KAL,Necunoscut,Necunoscut,Vehicle_20240902000000_20240902235959//0-770089-3-17-1-90720174180.jpg,Altul,Argintiu,Necunoscut,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240902000000_20240902235959//0-770089-3-17-0-0981381&E=VehicleAnalyse&I=775505.jpg,General
D7,02/09/2024 09:21,România,SV89CMG,Necunoscut,Necunoscut,Vehicle_20240902000000_20240902235959//0-770089-3-16-1-85624333989.jpg,Sedan,Negru,Audi,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240902000000_20240902235959//0-770089-3-16-0-0890232&E=VehicleAnalyse&I=775504.jpg,General
D7,02/09/2024 09:21,România,SV26KAT,Vehicle_20240902000000_20240902235959//0-770089-3-15-1-9111831801&E=VehicleAnalyse&I=775503.jpg,Necunoscut,Necunoscut,Sedan,Negru,Volkswagen,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240902000000_20240902235959//0-770089-3-15-0-0915044&E=VehicleAnalyse&I=775503.jpg,General
D7,02/09/2024 09:21,România,SV72FEX,Vehicle_20240902000000_20240902235959//0-770089-3-14-1-8985721760&E=VehicleAnalyse&I=775502.jpg,Necunoscut,Necunoscut,SUV,Bleu,BMW,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240902000000_20240902235959//0-770089-3-14-0-0902392&E=VehicleAnalyse&I=775502.jpg,General
D7,02/09/2024 09:20,România,SV72NEA,Necunoscut,Necunoscut,Vehicle_20240902000000_20240902235959//0-770089-3-13-1-89209756922.jpg,Altul,Alb,Necunoscut,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240902000000_20240902235959//0-770089-3-13-0-0949019&E=VehicleAnalyse&I=775501.jpg,General
D7,02/09/2024 09:20,Necunoscut,Unknown,Necunoscut,Necunoscut,Vehicle_20240902000000_20240902235959//0-770089-3-12-1-90809214939.jpg,Altul,Gri,Necunoscut,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240902000000_20240902235959//0-770089-3-12-0-0923031&E=VehicleAnalyse&I=775500.jpg,General
D7,02/09/2024 09:20,Polonia,L55ANK,Vehicle_20240902000000_20240902235959//0-770089-3-11-1-8955221997&E=VehicleAnalyse&I=775499.jpg,Necunoscut,Necunoscut,SUV,Negru,Mitsubishi,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240902000000_20240902235959//0-770089-3-11-0-0899579&E=VehicleAnalyse&I=775499.jpg,General
D7,02/09/2024 09:20,România,SV16ZDN,Vehicle_20240902000000_20240902235959//0-770089-3-10-1-8974652353&E=VehicleAnalyse&I=775498.jpg,Necunoscut,Necunoscut,Sedan,Argintiu,Vad,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240902000000_20240902235959//0-770089-3-10-0-0901878&E=VehicleAnalyse&I=775498.jpg,General
D7,02/09/2024 09:19,România,SV72FEX,Necunoscut,Necunoscut,Vehicle_20240902000000_20240902235959//0-770089-3-9-1-89164752115.jpg,Altul,Negru,Necunoscut,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240902000000_20240902235959//0-770089-3-9-0-0943762&E=VehicleAnalyse&I=775497.jpg,General
D7,02/09/2024 09:19,România,SV10VRH,Vehicle_20240902000000_20240902235959//0-770089-3-8-1-8925192138&E=VehicleAnalyse&I=775496.jpg,Necunoscut,Necunoscut,Sedan,Gri,Volvo,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240902000000_20240902235959//0-770089-3-8-0-0896717&E=VehicleAnalyse&I=775496.jpg,General
D7,02/09/2024 09:19,Germania,BC98GIM,Vehicle_20240902000000_20240902235959//0-770089-3-7-1-8882772628&E=VehicleAnalyse&I=775495.jpg,Necunoscut,Necunoscut,Sedan,Alb,Volkswagen,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240902000000_20240902235959//0-770089-3-7-0-0892965&E=VehicleAnalyse&I=775495.jpg,General
D7,02/09/2024 09:18,Ucraina,CE9819XX,Necunoscut,Necunoscut,Vehicle_20240902000000_20240902235959//0-770089-3-6-1-88889543853.jpg,Altul,Bleu,Necunoscut,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240902000000_20240902235959//0-770089-3-6-0-0932748&E=VehicleAnalyse&I=775494.jpg,General
D7,02/09/2024 09:18,România,SV10RNN,Vehicle_20240902000000_20240902235959//0-770089-3-5-1-8792971536&E=VehicleAnalyse&I=775493.jpg,Necunoscut,Necunoscut,Sedan,Alb,Volkswagen,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240902000000_20240902235959//0-770089-3-5-0-0882893&E=VehicleAnalyse&I=775493.jpg,General
D7,02/09/2024 09:16,România,SV14SRM,Vehicle_20240902000000_20240902235959//0-770089-3-4-1-8962282211&E=VehicleAnalyse&I=775492.jpg,Necunoscut,Necunoscut,Camion u?or,Maro,Changan,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240902000000_20240902235959//0-770089-3-4-0-0900499&E=VehicleAnalyse&I=775492.jpg,General
D7,02/09/2024 09:15,România,SV39LEO,Vehicle_20240902000000_20240902235959//0-770089-3-3-1-8915882594&E=VehicleAnalyse&I=775491.jpg,Necunoscut,Necunoscut,Sedan,Alb,Audi,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240902000000_20240902235959//0-770089-3-3-0-0896242&E=VehicleAnalyse&I=775491.jpg,General
D7,02/09/2024 09:15,România,SV17XDX,Vehicle_20240902000000_20240902235959//0-770089-3-2-1-8980011917&E=VehicleAnalyse&I=775490.jpg,Necunoscut,Necunoscut,Sedan,Argintiu,BMW,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240902000000_20240902235959//0-770089-3-2-0-0901978&E=VehicleAnalyse&I=775490.jpg,General
D7,02/09/2024 09:15,România,BC98GLL,Vehicle_20240902000000_20240902235959//0-770089-3-1-1-8957392330&E=VehicleAnalyse&I=775489.jpg,Necunoscut,Necunoscut,Sedan,Argintiu,Vad,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240902000000_20240902235959//0-770089-3-1-0-0900129&E=VehicleAnalyse&I=775489.jpg,General
D7,02/09/2024 09:15,România,SV25YLL,Vehicle_20240902000000_20240902235959//0-770089-3-0-1-8922211463&E=VehicleAnalyse&I=775488.jpg,Necunoscut,Necunoscut,Sedan,Negru,Volkswagen,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240902000000_20240902235959//0-770089-3-0-0-0895744&E=VehicleAnalyse&I=775488.jpg,General
D7,02/09/2024 09:14,România,SV29MEG,Vehicle_20240902000000_20240902235959//0-768953-3-22-1-8907801961&E=VehicleAnalyse&I=775487.jpg,Necunoscut,Necunoscut,Sedan,Negru,Renault,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240902000000_20240902235959//0-768953-3-22-0-0894801&E=VehicleAnalyse&I=775487.jpg,General
D7,02/09/2024 09:13,România,SV91RIM,Vehicle_20240902000000_20240902235959//0-768953-3-21-1-8577991823&E=VehicleAnalyse&I=775486.jpg,Necunoscut,Necunoscut,Sedan,Negru,Vad,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240902000000_20240902235959//0-768953-3-21-0-0861682&E=VehicleAnalyse&I=775486.jpg,General
D7,02/09/2024 09:13,România,SV13EXG,Necunoscut,Necunoscut,Vehicle_20240902000000_20240902235959//0-768953-3-20-1-88776753874.jpg,Altul,Argintiu,Necunoscut,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240902000000_20240902235959//0-768953-3-20-0-0941641&E=VehicleAnalyse&I=775485.jpg,General
D7,02/09/2024 09:12,Necunoscut,Unknown,Necunoscut,Necunoscut,Vehicle_20240902000000_20240902235959//0-768953-3-19-1-88923813220.jpg,Altul,Alb,Necunoscut,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240902000000_20240902235959//0-768953-3-19-0-0902458&E=VehicleAnalyse&I=775484.jpg,General
D7,02/09/2024 09:11,România,SV35JAK,Vehicle_20240902000000_20240902235959//0-768953-3-18-1-8900721625&E=VehicleAnalyse&I=775483.jpg,Necunoscut,Necunoscut,Sedan,Gri,SMA,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240902000000_20240902235959//0-768953-3-18-0-0893757&E=VehicleAnalyse&I=775483.jpg,General
D7,02/09/2024 09:10,România,B432YNA,Vehicle_20240902000000_20240902235959//0-768953-3-17-1-8885722682&E=VehicleAnalyse&I=775482.jpg,Necunoscut,Necunoscut,SUV,Gri,Vad,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240902000000_20240902235959//0-768953-3-17-0-0893314&E=VehicleAnalyse&I=775482.jpg,General
D7,02/09/2024 09:10,România,SV07YRE,Vehicle_20240902000000_20240902235959//0-768953-3-16-1-8838451852&E=VehicleAnalyse&I=775481.jpg,Necunoscut,Necunoscut,Sedan,Gri,Skoda,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240902000000_20240902235959//0-768953-3-16-0-0887757&E=VehicleAnalyse&I=775481.jpg,General
D7,02/09/2024 09:09,Necunoscut,Unknown,Necunoscut,Necunoscut,Vehicle_20240902000000_20240902235959//0-768953-3-15-1-88990818359.jpg,Altul,Alb,Necunoscut,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240902000000_20240902235959//0-768953-3-15-0-0908267&E=VehicleAnalyse&I=775480.jpg,General
D7,02/09/2024 09:08,România,SV38SIN,Vehicle_20240902000000_20240902235959//0-768953-3-14-1-8637593077&E=VehicleAnalyse&I=775479.jpg,Necunoscut,Necunoscut,Autobuz mediu,Bleu,Benz,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240902000000_20240902235959//0-768953-3-14-0-0868896&E=VehicleAnalyse&I=775479.jpg,General
D7,02/09/2024 09:07,România,SV57NOE,Vehicle_20240902000000_20240902235959//0-768953-3-13-1-8731652071&E=VehicleAnalyse&I=775478.jpg,Necunoscut,Necunoscut,SUV,Alb,DongFeng,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240902000000_20240902235959//0-768953-3-13-0-0877296&E=VehicleAnalyse&I=775478.jpg,General
D7,02/09/2024 09:05,România,SV56DRG,Vehicle_20240902000000_20240902235959//0-768953-3-12-1-8682712033&E=VehicleAnalyse&I=775477.jpg,Necunoscut,Necunoscut,MPV,Alb,DongFeng,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240902000000_20240902235959//0-768953-3-12-0-0872364&E=VehicleAnalyse&I=775477.jpg,General
D7,02/09/2024 09:05,România,SV31VTG,Vehicle_20240902000000_20240902235959//0-768953-3-11-1-8669202416&E=VehicleAnalyse&I=775476.jpg,Necunoscut,Necunoscut,Sedan,Negru,Vad,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240902000000_20240902235959//0-768953-3-11-0-0871396&E=VehicleAnalyse&I=775476.jpg,General
D7,02/09/2024 09:05,România,SV29DAR,Necunoscut,Necunoscut,Vehicle_20240902000000_20240902235959//0-768953-3-10-1-85509173300.jpg,Altul,Alb,Necunoscut,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240902000000_20240902235959//0-768953-3-10-0-0928391&E=VehicleAnalyse&I=775475.jpg,General
D7,02/09/2024 09:05,România,SV17MPV,Vehicle_20240902000000_20240902235959//0-768953-3-9-1-8570751539&E=VehicleAnalyse&I=775474.jpg,Necunoscut,Necunoscut,Sedan,Maro,Peugeot,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240902000000_20240902235959//0-768953-3-9-0-0860674&E=VehicleAnalyse&I=775474.jpg,General
